accommodation_id,name,type,address,city,country,postal_code,latitude,longitude,star_rating,amenities,room_types,check_in_time,check_out_time,cancellation_policy,pet_policy,parking_available,wifi_available,breakfast_included,gym_available,pool_available,spa_available,business_center,room_service,concierge_service,contact_phone,contact_email,images,description,created_at,updated_at
ACC832084,Palace Inn Umeda,Inn,"5764 Park Ave, Umeda",Umeda,Japan,35766,9.049043,-65.120753,3,"[""Dry Cleaning"", ""WiFi"", ""Tennis Court"", ""Airport Shuttle"", ""Room Service"", ""Gym"", ""Elevator"", ""Concierge"", ""Beach Access"", ""Pet Friendly"", ""Bar"", ""Fitness Center"", ""Business Center"", ""Pool"", ""Golf Course""]","[""Family Room"", ""Suite"", ""Villa"", ""City View Room"", ""Standard Room"", ""Garden View Room"", ""Penthouse"", ""Single Room""]",14:00,12:00,Free cancellation,Pet friendly,True,False,True,False,True,False,False,False,False,+15-810-312-2725,info@palaceinnumeda.com,"[""https://example.com/images/palace_inn_umeda_1.jpg"", ""https://example.com/images/palace_inn_umeda_2.jpg"", ""https://example.com/images/palace_inn_umeda_3.jpg"", ""https://example.com/images/palace_inn_umeda_4.jpg"", ""https://example.com/images/palace_inn_umeda_5.jpg"", ""https://example.com/images/palace_inn_umeda_6.jpg"", ""https://example.com/images/palace_inn_umeda_7.jpg""]","Relax and unwind at Palace Inn Umeda, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC923925,Inn Cabin Valence,Cabin,"4124 First Ave, Valence",Valence,France,57867,8.000225,-67.699856,3,"[""Airport Shuttle"", ""Beach Access"", ""Laundry Service"", ""Elevator"", ""Dry Cleaning"", ""24/7 Front Desk"", ""Parking"", ""Pool"", ""Tennis Court"", ""Concierge"", ""Pet Friendly"", ""Restaurant""]","[""Family Room"", ""Single Room"", ""Standard Room"", ""Double Room"", ""Presidential Suite"", ""Studio"", ""Twin Room""]",14:00,11:00,Partial refund,Pet friendly,True,True,False,True,True,True,True,True,False,+56-262-294-2189,info@inncabinvalence.com,"[""https://example.com/images/inn_cabin_valence_1.jpg"", ""https://example.com/images/inn_cabin_valence_2.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Inn Cabin Valence.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC401535,Villa Chalet Toronto,Chalet,"4602 Oak St, Toronto",Toronto,Canada,79206,-42.488944,-27.766433,4,"[""Beach Access"", ""Spa"", ""24/7 Front Desk"", ""Fitness Center"", ""WiFi"", ""Bar""]","[""Single Room"", ""Family Room"", ""Suite"", ""Pool View Room""]",15:00,12:00,Partial refund,No pets allowed,False,True,False,False,True,True,True,False,False,+66-342-398-7685,info@villachalettoronto.com,"[""https://example.com/images/villa_chalet_toronto_1.jpg"", ""https://example.com/images/villa_chalet_toronto_2.jpg"", ""https://example.com/images/villa_chalet_toronto_3.jpg"", ""https://example.com/images/villa_chalet_toronto_4.jpg"", ""https://example.com/images/villa_chalet_toronto_5.jpg"", ""https://example.com/images/villa_chalet_toronto_6.jpg"", ""https://example.com/images/villa_chalet_toronto_7.jpg""]","Experience luxury and comfort at Villa Chalet Toronto, located in the heart of Toronto.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC672260,Plaza Motel Port Augusta,Motel,"684 Pine St, Port Augusta",Port Augusta,Australia,59718,8.060376,62.450038,3,"[""Pool"", ""Fitness Center"", ""Tennis Court"", ""Parking"", ""Laundry Service"", ""Pet Friendly"", ""Beach Access"", ""Airport Shuttle""]","[""Cabin"", ""City View Room"", ""Presidential Suite"", ""Twin Room"", ""Villa"", ""Single Room"", ""Standard Room""]",15:00,13:00,Partial refund,Pet friendly,False,True,False,True,False,False,False,True,False,+80-940-716-7774,info@plazamotelportaugusta.com,"[""https://example.com/images/plaza_motel_port_augusta_1.jpg"", ""https://example.com/images/plaza_motel_port_augusta_2.jpg"", ""https://example.com/images/plaza_motel_port_augusta_3.jpg"", ""https://example.com/images/plaza_motel_port_augusta_4.jpg"", ""https://example.com/images/plaza_motel_port_augusta_5.jpg"", ""https://example.com/images/plaza_motel_port_augusta_6.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Plaza Motel Port Augusta.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC919531,Plaza Capsule Hotel Aurora,Capsule Hotel,"5540 Main St, Aurora",Aurora,United States,29711,-46.683153,-62.883551,4,"[""Airport Shuttle"", ""24/7 Front Desk"", ""Bar"", ""Laundry Service"", ""Concierge"", ""Elevator"", ""Pet Friendly"", ""Beach Access"", ""Fitness Center"", ""Room Service"", ""Business Center"", ""Gym""]","[""Studio"", ""Garden View Room"", ""Standard Room"", ""Family Room"", ""Deluxe Room"", ""Pool View Room"", ""Ocean View Room"", ""Cabin""]",14:00,13:00,Free cancellation,Pets on request,True,False,True,True,True,False,False,False,False,+83-333-477-9034,info@plazacapsulehotelaurora.com,"[""https://example.com/images/plaza_capsule_hotel_aurora_1.jpg"", ""https://example.com/images/plaza_capsule_hotel_aurora_2.jpg"", ""https://example.com/images/plaza_capsule_hotel_aurora_3.jpg"", ""https://example.com/images/plaza_capsule_hotel_aurora_4.jpg""]",Immerse yourself in the culture of Aurora while enjoying world-class facilities at Plaza Capsule Hotel Aurora.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC839525,Resort Villa Al Jerf,Villa,"4090 Broadway, Al Jerf",Al Jerf,United Arab Emirates,95767,-22.065806,-27.621651,2,"[""Gym"", ""Restaurant"", ""Room Service"", ""Fitness Center"", ""Business Center"", ""Pool"", ""WiFi"", ""Spa"", ""Dry Cleaning"", ""Tennis Court"", ""Bar"", ""Pet Friendly"", ""Parking""]","[""Cabin"", ""Penthouse"", ""Pool View Room"", ""Studio"", ""Suite"", ""Single Room"", ""Garden View Room"", ""Villa""]",14:00,12:00,Partial refund,Pet friendly,False,True,False,True,False,False,True,True,True,+80-689-837-6440,info@resortvillaaljerf.com,"[""https://example.com/images/resort_villa_al_jerf_1.jpg"", ""https://example.com/images/resort_villa_al_jerf_2.jpg"", ""https://example.com/images/resort_villa_al_jerf_3.jpg"", ""https://example.com/images/resort_villa_al_jerf_4.jpg"", ""https://example.com/images/resort_villa_al_jerf_5.jpg"", ""https://example.com/images/resort_villa_al_jerf_6.jpg"", ""https://example.com/images/resort_villa_al_jerf_7.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Resort Villa Al Jerf.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC129809,Royal Shepparton Palace,Resort,"2040 Elm St, Shepparton",Shepparton,Australia,63033,-34.75223,33.513334,5,"[""Airport Shuttle"", ""Laundry Service"", ""Elevator"", ""WiFi"", ""Fitness Center"", ""Beach Access"", ""Pool"", ""Dry Cleaning"", ""Parking"", ""Golf Course"", ""Tennis Court"", ""Room Service""]","[""Family Room"", ""Studio"", ""Standard Room"", ""Suite""]",16:00,12:00,Free cancellation,No pets allowed,False,True,False,False,True,False,True,True,True,+89-352-989-8791,info@royalsheppartonpalace.com,"[""https://example.com/images/royal_shepparton_palace_1.jpg"", ""https://example.com/images/royal_shepparton_palace_2.jpg"", ""https://example.com/images/royal_shepparton_palace_3.jpg"", ""https://example.com/images/royal_shepparton_palace_4.jpg"", ""https://example.com/images/royal_shepparton_palace_5.jpg"", ""https://example.com/images/royal_shepparton_palace_6.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Royal Shepparton Palace.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC308004,Grand Chalet Dotonbori,Chalet,"5075 Park Ave, Dotonbori",Dotonbori,Japan,54369,-45.76033,-71.815941,1,"[""Elevator"", ""Pool"", ""Restaurant"", ""Laundry Service"", ""Golf Course"", ""Fitness Center"", ""Parking"", ""Airport Shuttle""]","[""City View Room"", ""Cabin"", ""Family Room"", ""Pool View Room"", ""Villa""]",15:00,12:00,Non-refundable,Pet friendly,False,False,False,False,True,True,False,True,False,+54-776-135-1164,info@grandchaletdotonbori.com,"[""https://example.com/images/grand_chalet_dotonbori_1.jpg"", ""https://example.com/images/grand_chalet_dotonbori_2.jpg"", ""https://example.com/images/grand_chalet_dotonbori_3.jpg"", ""https://example.com/images/grand_chalet_dotonbori_4.jpg"", ""https://example.com/images/grand_chalet_dotonbori_5.jpg""]","Relax and unwind at Grand Chalet Dotonbori, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC367866,Lodge Edinburgh Villa,Boutique Hotel,"9104 Elm St, Edinburgh",Edinburgh,United Kingdom,40146,55.89324,-3.193558,5,"[""Room Service"", ""Business Center"", ""Parking"", ""24/7 Front Desk"", ""Bar"", ""Gym"", ""Elevator""]","[""Single Room"", ""Cabin"", ""City View Room"", ""Presidential Suite"", ""Family Room"", ""Garden View Room"", ""Pool View Room""]",14:00,11:00,Partial refund,Pet friendly,False,True,False,True,False,True,False,False,False,+91-420-142-6508,info@lodgeedinburghvilla.com,"[""https://example.com/images/lodge_edinburgh_villa_1.jpg"", ""https://example.com/images/lodge_edinburgh_villa_2.jpg""]","Relax and unwind at Lodge Edinburgh Villa, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC893795,Lodge Paris Hotel,Boutique Hotel,"1135 Main St, Paris",Paris,France,18532,48.94453,2.286359,3,"[""WiFi"", ""Dry Cleaning"", ""Pool"", ""Bar"", ""Parking"", ""Beach Access"", ""Business Center"", ""Room Service""]","[""Cabin"", ""Ocean View Room"", ""City View Room"", ""Penthouse"", ""Presidential Suite"", ""Villa""]",15:00,13:00,Partial refund,No pets allowed,False,False,False,True,False,True,False,False,True,+13-323-251-3622,info@lodgeparishotel.com,"[""https://example.com/images/lodge_paris_hotel_1.jpg"", ""https://example.com/images/lodge_paris_hotel_2.jpg""]","Relax and unwind at Lodge Paris Hotel, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC509921,Grand Guesthouse Karlsruhe,Guesthouse,"2341 First Ave, Karlsruhe",Karlsruhe,Germany,50618,20.988492,-106.225498,2,"[""Laundry Service"", ""Airport Shuttle"", ""WiFi"", ""Bar"", ""Dry Cleaning"", ""Pet Friendly""]","[""Deluxe Room"", ""Pool View Room"", ""Double Room"", ""City View Room"", ""Garden View Room"", ""Presidential Suite""]",15:00,13:00,Partial refund,Pets on request,True,True,False,True,False,True,True,True,True,+81-471-236-2198,info@grandguesthousekarlsruhe.com,"[""https://example.com/images/grand_guesthouse_karlsruhe_1.jpg"", ""https://example.com/images/grand_guesthouse_karlsruhe_2.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Grand Guesthouse Karlsruhe.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC141527,Villa Apartment Whyalla,Apartment,"1214 Pine St, Whyalla",Whyalla,Australia,38028,-46.178394,48.61956,2,"[""Spa"", ""Airport Shuttle"", ""24/7 Front Desk"", ""Fitness Center"", ""Parking"", ""Concierge"", ""Dry Cleaning""]","[""Twin Room"", ""City View Room"", ""Family Room"", ""Presidential Suite"", ""Penthouse"", ""Cabin""]",16:00,11:00,Non-refundable,Pets on request,True,True,False,False,True,False,True,False,False,+24-226-458-6016,info@villaapartmentwhyalla.com,"[""https://example.com/images/villa_apartment_whyalla_1.jpg"", ""https://example.com/images/villa_apartment_whyalla_2.jpg""]","Relax and unwind at Villa Apartment Whyalla, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC238343,Lodge Chalet La Rochelle,Chalet,"420 Oak St, La Rochelle",La Rochelle,France,56864,0.107755,-155.818778,4,"[""Gym"", ""Room Service"", ""Parking"", ""Laundry Service"", ""Pet Friendly"", ""Business Center"", ""Bar"", ""Restaurant"", ""Fitness Center"", ""Concierge"", ""WiFi"", ""Dry Cleaning""]","[""Double Room"", ""Pool View Room"", ""Suite"", ""Twin Room"", ""Deluxe Room"", ""Standard Room"", ""Single Room"", ""Studio""]",14:00,13:00,Non-refundable,No pets allowed,True,False,True,True,True,True,False,False,True,+1-529-373-7266,info@lodgechaletlarochelle.com,"[""https://example.com/images/lodge_chalet_la_rochelle_1.jpg"", ""https://example.com/images/lodge_chalet_la_rochelle_2.jpg"", ""https://example.com/images/lodge_chalet_la_rochelle_3.jpg"", ""https://example.com/images/lodge_chalet_la_rochelle_4.jpg"", ""https://example.com/images/lodge_chalet_la_rochelle_5.jpg""]","Experience luxury and comfort at Lodge Chalet La Rochelle, located in the heart of La Rochelle.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC757485,Royal Motel Sacramento,Motel,"1324 Pine St, Sacramento",Sacramento,United States,85651,62.773415,71.780632,3,"[""Pool"", ""Parking"", ""WiFi"", ""Business Center"", ""Beach Access"", ""Airport Shuttle"", ""Fitness Center"", ""Dry Cleaning"", ""Laundry Service"", ""24/7 Front Desk"", ""Concierge"", ""Gym"", ""Tennis Court"", ""Elevator"", ""Room Service""]","[""Penthouse"", ""Twin Room"", ""Suite""]",16:00,13:00,Partial refund,Pets on request,False,False,True,False,False,False,False,False,False,+77-871-287-5963,info@royalmotelsacramento.com,"[""https://example.com/images/royal_motel_sacramento_1.jpg"", ""https://example.com/images/royal_motel_sacramento_2.jpg"", ""https://example.com/images/royal_motel_sacramento_3.jpg"", ""https://example.com/images/royal_motel_sacramento_4.jpg"", ""https://example.com/images/royal_motel_sacramento_5.jpg""]","Your gateway to Sacramento, Royal Motel Sacramento offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC631873,Lodge Philadelphia Hotel,Resort,"4189 Elm St, Philadelphia",Philadelphia,United States,67420,63.234245,97.271802,5,"[""Parking"", ""Laundry Service"", ""Room Service"", ""Dry Cleaning"", ""Elevator"", ""Gym"", ""Restaurant"", ""Concierge""]","[""Family Room"", ""Standard Room"", ""Cabin"", ""Presidential Suite"", ""Ocean View Room"", ""Garden View Room""]",14:00,13:00,Partial refund,Pet friendly,True,True,False,True,False,True,True,True,False,+17-843-959-4367,info@lodgephiladelphiahotel.com,"[""https://example.com/images/lodge_philadelphia_hotel_1.jpg"", ""https://example.com/images/lodge_philadelphia_hotel_2.jpg"", ""https://example.com/images/lodge_philadelphia_hotel_3.jpg"", ""https://example.com/images/lodge_philadelphia_hotel_4.jpg"", ""https://example.com/images/lodge_philadelphia_hotel_5.jpg""]","Relax and unwind at Lodge Philadelphia Hotel, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC528657,Palace Cabin Shinsaibashi,Cabin,"3882 Oak St, Shinsaibashi",Shinsaibashi,Japan,43393,38.438955,50.862905,1,"[""Business Center"", ""Parking"", ""Tennis Court"", ""Pet Friendly"", ""Elevator"", ""Room Service"", ""Restaurant"", ""Bar"", ""WiFi"", ""Beach Access"", ""Spa"", ""Pool""]","[""Cabin"", ""Presidential Suite"", ""Family Room"", ""Double Room""]",14:00,13:00,Free cancellation,Pets on request,False,False,False,False,False,True,False,False,False,+85-480-455-5858,info@palacecabinshinsaibashi.com,"[""https://example.com/images/palace_cabin_shinsaibashi_1.jpg"", ""https://example.com/images/palace_cabin_shinsaibashi_2.jpg"", ""https://example.com/images/palace_cabin_shinsaibashi_3.jpg"", ""https://example.com/images/palace_cabin_shinsaibashi_4.jpg"", ""https://example.com/images/palace_cabin_shinsaibashi_5.jpg""]","Experience luxury and comfort at Palace Cabin Shinsaibashi, located in the heart of Shinsaibashi.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC878095,Lodge Inn Jebel Jais,Inn,"4446 First Ave, Jebel Jais",Jebel Jais,United Arab Emirates,44732,46.315945,113.985915,1,"[""WiFi"", ""Concierge"", ""Elevator"", ""Spa"", ""Room Service"", ""Parking"", ""Business Center"", ""Airport Shuttle"", ""24/7 Front Desk"", ""Bar""]","[""Double Room"", ""Deluxe Room"", ""Garden View Room"", ""Twin Room"", ""Presidential Suite"", ""Penthouse""]",16:00,11:00,Free cancellation,No pets allowed,True,False,False,False,False,True,True,False,False,+22-586-858-9696,info@lodgeinnjebeljais.com,"[""https://example.com/images/lodge_inn_jebel_jais_1.jpg"", ""https://example.com/images/lodge_inn_jebel_jais_2.jpg"", ""https://example.com/images/lodge_inn_jebel_jais_3.jpg"", ""https://example.com/images/lodge_inn_jebel_jais_4.jpg"", ""https://example.com/images/lodge_inn_jebel_jais_5.jpg"", ""https://example.com/images/lodge_inn_jebel_jais_6.jpg""]","Your gateway to Jebel Jais, Lodge Inn Jebel Jais offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC746485,Royal Asahikawa Hotel,Resort,"348 Broadway, Asahikawa",Asahikawa,Japan,69066,32.090828,-74.223294,5,"[""Pet Friendly"", ""Fitness Center"", ""Parking"", ""Airport Shuttle"", ""Room Service"", ""Laundry Service"", ""Dry Cleaning"", ""Restaurant"", ""Tennis Court"", ""Gym"", ""Pool"", ""Concierge""]","[""Presidential Suite"", ""Single Room"", ""Ocean View Room"", ""Penthouse"", ""Garden View Room"", ""Double Room""]",16:00,13:00,Partial refund,Pets on request,False,True,False,False,True,False,True,True,False,+85-438-784-1082,info@royalasahikawahotel.com,"[""https://example.com/images/royal_asahikawa_hotel_1.jpg"", ""https://example.com/images/royal_asahikawa_hotel_2.jpg"", ""https://example.com/images/royal_asahikawa_hotel_3.jpg"", ""https://example.com/images/royal_asahikawa_hotel_4.jpg""]","Experience luxury and comfort at Royal Asahikawa Hotel, located in the heart of Asahikawa.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC520634,Grand Chalet Al Rolla,Chalet,"8501 First Ave, Al Rolla",Al Rolla,United Arab Emirates,86005,-7.70568,-159.524859,1,"[""Fitness Center"", ""Business Center"", ""Bar"", ""Gym"", ""Pet Friendly"", ""Tennis Court"", ""Beach Access"", ""Dry Cleaning""]","[""Villa"", ""Cabin"", ""Ocean View Room"", ""Presidential Suite"", ""City View Room"", ""Double Room"", ""Deluxe Room"", ""Garden View Room""]",15:00,11:00,Partial refund,No pets allowed,False,True,False,True,True,False,False,False,False,+2-620-103-1836,info@grandchaletalrolla.com,"[""https://example.com/images/grand_chalet_al_rolla_1.jpg"", ""https://example.com/images/grand_chalet_al_rolla_2.jpg""]",Immerse yourself in the culture of Al Rolla while enjoying world-class facilities at Grand Chalet Al Rolla.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC500854,Villa Motel Erie,Motel,"638 Broadway, Erie",Erie,United States,21209,-3.765848,-53.534025,5,"[""Elevator"", ""Fitness Center"", ""Bar"", ""Gym"", ""Beach Access"", ""Pool"", ""Golf Course""]","[""Suite"", ""Pool View Room"", ""Penthouse""]",16:00,11:00,Partial refund,Pets on request,True,True,False,False,False,False,True,False,False,+20-536-864-4638,info@villamotelerie.com,"[""https://example.com/images/villa_motel_erie_1.jpg"", ""https://example.com/images/villa_motel_erie_2.jpg"", ""https://example.com/images/villa_motel_erie_3.jpg"", ""https://example.com/images/villa_motel_erie_4.jpg"", ""https://example.com/images/villa_motel_erie_5.jpg""]","Experience luxury and comfort at Villa Motel Erie, located in the heart of Erie.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC724237,Inn Capsule Hotel Jacksonville,Capsule Hotel,"5537 First Ave, Jacksonville",Jacksonville,United States,30994,30.30845,-134.57305,5,"[""Beach Access"", ""WiFi"", ""Laundry Service"", ""Pool"", ""Spa"", ""Bar"", ""Tennis Court"", ""Airport Shuttle"", ""Dry Cleaning"", ""Fitness Center"", ""Golf Course"", ""Concierge"", ""Restaurant""]","[""Pool View Room"", ""Family Room"", ""Deluxe Room"", ""Studio""]",14:00,12:00,Free cancellation,No pets allowed,False,False,False,False,False,False,True,True,False,+3-903-472-8556,info@inncapsulehoteljacksonville.com,"[""https://example.com/images/inn_capsule_hotel_jacksonville_1.jpg"", ""https://example.com/images/inn_capsule_hotel_jacksonville_2.jpg"", ""https://example.com/images/inn_capsule_hotel_jacksonville_3.jpg"", ""https://example.com/images/inn_capsule_hotel_jacksonville_4.jpg"", ""https://example.com/images/inn_capsule_hotel_jacksonville_5.jpg"", ""https://example.com/images/inn_capsule_hotel_jacksonville_6.jpg""]","Relax and unwind at Inn Capsule Hotel Jacksonville, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC700093,Resort Inn Perth,Inn,"7133 Elm St, Perth",Perth,Australia,84293,14.465967,78.620076,5,"[""Spa"", ""Bar"", ""Room Service"", ""Airport Shuttle"", ""Pet Friendly"", ""Beach Access"", ""Fitness Center"", ""24/7 Front Desk"", ""Tennis Court"", ""Gym""]","[""Villa"", ""Studio"", ""Single Room"", ""Twin Room"", ""Cabin"", ""Standard Room""]",15:00,12:00,Partial refund,No pets allowed,False,True,False,True,False,True,False,False,True,+23-277-843-2823,info@resortinnperth.com,"[""https://example.com/images/resort_inn_perth_1.jpg"", ""https://example.com/images/resort_inn_perth_2.jpg"", ""https://example.com/images/resort_inn_perth_3.jpg""]","Relax and unwind at Resort Inn Perth, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC772241,Grand Villa Sydney,Villa,"9403 Oak St, Sydney",Sydney,Australia,68183,-27.647669,134.099979,4,"[""Business Center"", ""WiFi"", ""Laundry Service"", ""Bar"", ""Parking"", ""Pet Friendly"", ""Spa"", ""Tennis Court"", ""Beach Access"", ""Fitness Center"", ""Pool"", ""Golf Course"", ""Concierge""]","[""Garden View Room"", ""Studio"", ""Penthouse""]",15:00,11:00,Non-refundable,Pet friendly,True,True,False,True,False,False,False,True,True,+39-449-485-6387,info@grandvillasydney.com,"[""https://example.com/images/grand_villa_sydney_1.jpg"", ""https://example.com/images/grand_villa_sydney_2.jpg"", ""https://example.com/images/grand_villa_sydney_3.jpg""]","Your gateway to Sydney, Grand Villa Sydney offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC618647,Villa Hostel Calgary,Hostel,"7497 Broadway, Calgary",Calgary,Canada,74229,57.244184,48.32746,3,"[""Airport Shuttle"", ""WiFi"", ""Gym"", ""Golf Course"", ""Business Center""]","[""Pool View Room"", ""Double Room"", ""City View Room"", ""Villa""]",15:00,11:00,Non-refundable,No pets allowed,True,True,False,True,False,False,False,True,True,+6-649-506-5482,info@villahostelcalgary.com,"[""https://example.com/images/villa_hostel_calgary_1.jpg"", ""https://example.com/images/villa_hostel_calgary_2.jpg"", ""https://example.com/images/villa_hostel_calgary_3.jpg"", ""https://example.com/images/villa_hostel_calgary_4.jpg"", ""https://example.com/images/villa_hostel_calgary_5.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Villa Hostel Calgary.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC740444,Resort Lodge Toowoomba,Lodge,"3985 Park Ave, Toowoomba",Toowoomba,Australia,56743,-19.49739,100.377707,4,"[""Pool"", ""Dry Cleaning"", ""Golf Course"", ""Spa"", ""WiFi"", ""24/7 Front Desk""]","[""Standard Room"", ""Ocean View Room"", ""Suite"", ""Single Room"", ""Presidential Suite"", ""Garden View Room"", ""Twin Room""]",15:00,11:00,Partial refund,Pets on request,False,True,True,True,False,True,False,False,True,+25-649-369-9430,info@resortlodgetoowoomba.com,"[""https://example.com/images/resort_lodge_toowoomba_1.jpg"", ""https://example.com/images/resort_lodge_toowoomba_2.jpg"", ""https://example.com/images/resort_lodge_toowoomba_3.jpg""]","Relax and unwind at Resort Lodge Toowoomba, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC692767,Inn Karlsruhe Suites,Hotel,"3996 Main St, Karlsruhe",Karlsruhe,Germany,96997,-46.596273,-1.850662,5,"[""Dry Cleaning"", ""Bar"", ""Tennis Court"", ""Pet Friendly"", ""Gym"", ""Elevator""]","[""Standard Room"", ""Suite"", ""Deluxe Room"", ""Villa"", ""Garden View Room"", ""Ocean View Room"", ""Penthouse""]",16:00,11:00,Free cancellation,Pets on request,True,True,False,True,True,False,False,True,False,+84-748-984-5956,info@innkarlsruhesuites.com,"[""https://example.com/images/inn_karlsruhe_suites_1.jpg"", ""https://example.com/images/inn_karlsruhe_suites_2.jpg"", ""https://example.com/images/inn_karlsruhe_suites_3.jpg"", ""https://example.com/images/inn_karlsruhe_suites_4.jpg"", ""https://example.com/images/inn_karlsruhe_suites_5.jpg"", ""https://example.com/images/inn_karlsruhe_suites_6.jpg"", ""https://example.com/images/inn_karlsruhe_suites_7.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Inn Karlsruhe Suites.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC815700,Villa Capsule Hotel Liwa,Capsule Hotel,"7609 Main St, Liwa",Liwa,United Arab Emirates,80433,38.289055,-2.874803,4,"[""Laundry Service"", ""Parking"", ""Bar"", ""Concierge"", ""Airport Shuttle"", ""Elevator"", ""Pet Friendly"", ""Business Center"", ""Dry Cleaning"", ""Room Service"", ""Gym"", ""WiFi""]","[""Presidential Suite"", ""Double Room"", ""City View Room"", ""Twin Room"", ""Family Room""]",15:00,13:00,Free cancellation,Pets on request,False,True,False,True,True,True,True,True,True,+36-343-276-7338,info@villacapsulehotelliwa.com,"[""https://example.com/images/villa_capsule_hotel_liwa_1.jpg"", ""https://example.com/images/villa_capsule_hotel_liwa_2.jpg"", ""https://example.com/images/villa_capsule_hotel_liwa_3.jpg"", ""https://example.com/images/villa_capsule_hotel_liwa_4.jpg"", ""https://example.com/images/villa_capsule_hotel_liwa_5.jpg"", ""https://example.com/images/villa_capsule_hotel_liwa_6.jpg""]","Experience luxury and comfort at Villa Capsule Hotel Liwa, located in the heart of Liwa.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC588327,Palace Cabin Jacksonville,Cabin,"5000 Park Ave, Jacksonville",Jacksonville,United States,85800,-32.122077,-0.30953,1,"[""Business Center"", ""Dry Cleaning"", ""Concierge"", ""Fitness Center"", ""Elevator"", ""Parking"", ""Tennis Court"", ""Bar"", ""Pet Friendly""]","[""Presidential Suite"", ""Double Room"", ""Cabin"", ""Standard Room"", ""Single Room"", ""Pool View Room"", ""City View Room"", ""Suite""]",16:00,12:00,Non-refundable,No pets allowed,False,False,False,True,True,False,False,False,False,+83-596-739-5610,info@palacecabinjacksonville.com,"[""https://example.com/images/palace_cabin_jacksonville_1.jpg"", ""https://example.com/images/palace_cabin_jacksonville_2.jpg"", ""https://example.com/images/palace_cabin_jacksonville_3.jpg"", ""https://example.com/images/palace_cabin_jacksonville_4.jpg"", ""https://example.com/images/palace_cabin_jacksonville_5.jpg""]",Immerse yourself in the culture of Jacksonville while enjoying world-class facilities at Palace Cabin Jacksonville.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC853878,Villa Port Augusta Palace,Resort,"487 Oak St, Port Augusta",Port Augusta,Australia,83852,8.434511,65.735282,5,"[""Airport Shuttle"", ""Restaurant"", ""Elevator"", ""Parking"", ""Golf Course"", ""24/7 Front Desk"", ""Tennis Court"", ""Pet Friendly"", ""Room Service"", ""WiFi"", ""Spa""]","[""Suite"", ""Twin Room"", ""Single Room"", ""Family Room"", ""Presidential Suite"", ""Standard Room""]",15:00,13:00,Non-refundable,Pets on request,True,True,False,False,True,False,False,False,False,+90-905-129-9612,info@villaportaugustapalace.com,"[""https://example.com/images/villa_port_augusta_palace_1.jpg"", ""https://example.com/images/villa_port_augusta_palace_2.jpg""]","Relax and unwind at Villa Port Augusta Palace, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
