flight_id,flight_number,airline,aircraft_type,departure_airport,arrival_airport,departure_time,arrival_time,duration_minutes,available_seats,seat_configuration,price_economy,price_business,price_first,meal_service,baggage_allowance,layovers,status,created_at,updated_at
FL392812,LH5168,Lufthansa,Boeing 777,PIT,CDG,2026-03-03T11:53:57Z,2026-03-04T08:22:57Z,1229,376,2-2-2,1903,4971,9882,Full Meal,Extra Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL736230,XX8001,Virgin Atlantic,Airbus A380,AIX,BAR,2025-09-23T07:23:57Z,2025-09-23T13:28:57Z,365,91,3-3,450,1236,2494,No Meal,32kg,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL681746,UA2376,United Airlines,Airbus A330,HEI,HAK,2026-06-19T22:08:57Z,2026-06-20T10:12:57Z,724,334,2-2,1426,4049,10588,No Meal,32kg,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL963254,XX7936,Scandinavian Airlines,Boeing 787,GIO,QUE,2026-07-01T21:23:57Z,2026-07-02T20:31:57Z,1388,258,2-4-2,719,2803,3728,No Meal,No Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL118140,XX5938,Qantas,Boeing 787,ORD,YWG,2026-06-02T21:08:57Z,2026-06-03T16:05:57Z,1137,217,1-2-1,621,1975,4331,Snack,Extra Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL311704,XX1773,WestJet,Boeing 777,JUM,LIS,2026-02-28T10:53:57Z,2026-02-28T19:53:57Z,540,279,1-2-1,335,1093,2204,Full Meal,32kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL683367,EK1979,Emirates,Boeing 787,RIC,SWA,2026-06-08T07:23:57Z,2026-06-09T01:15:57Z,1072,392,3-3-3,907,3196,5856,Snack,23kg,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL788433,XX3197,Alitalia,ATR 72,WRE,SAI,2025-10-16T04:38:57Z,2025-10-16T05:39:57Z,61,362,1-2-1,1564,4975,7912,Special Diet,No Baggage,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL376325,XX2924,Thai Airways,Boeing 787,AL ,OFF,2026-04-27T09:53:57Z,2026-04-27T11:52:57Z,119,276,2-2-2,1758,5264,11612,Special Diet,No Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL372097,BA9366,British Airways,Airbus A330,AL ,POI,2025-10-31T16:08:57Z,2025-11-01T04:19:57Z,731,194,3-4-3,874,3455,6693,No Meal,32kg,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL626875,XX2242,Etihad Airways,Boeing 777,BUN,DOR,2026-08-12T06:53:57Z,2026-08-12T12:39:57Z,346,225,1-2-1,1738,6568,11576,Full Meal,Extra Baggage,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL137608,XX4326,Turkish Airlines,Boeing 737,ASA,BUS,2026-08-07T07:38:57Z,2026-08-07T12:20:57Z,282,243,3-4-3,1941,6395,9951,Special Diet,Extra Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL886442,XX3869,All Nippon Airways,Boeing 747,FRE,BUN,2026-04-19T22:38:57Z,2026-04-20T22:01:57Z,1403,325,3-4-3,1789,6146,9432,No Meal,32kg,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL608646,XX8210,Qantas,Boeing 747,LIM,AL ,2026-09-07T21:23:57Z,2026-09-08T05:39:57Z,496,99,3-3-3,867,2525,4677,Full Meal,Extra Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL692106,EK1580,Emirates,Airbus A320,YUL,NÎM,2026-06-28T09:53:57Z,2026-06-29T05:25:57Z,1172,52,2-3-2,350,1262,2287,Full Meal,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL447857,XX2494,All Nippon Airways,Airbus A350,ROP,REG,2025-12-12T04:08:57Z,2025-12-13T02:33:57Z,1345,147,2-3-2,1977,7577,11917,Snack,32kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL397149,KL6677,KLM Royal Dutch Airlines,Boeing 747,DEI,HEI,2026-09-10T23:23:57Z,2026-09-11T11:01:57Z,698,176,2-4-2,525,1406,3549,Special Diet,No Baggage,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL277820,XX5394,WestJet,Boeing 737,WRE,LON,2026-06-30T02:53:57Z,2026-06-30T06:38:57Z,225,106,3-4-3,809,2107,4739,Special Diet,23kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL469568,XX4555,Alitalia,Airbus A320,MIA,MEL,2026-02-05T21:23:57Z,2026-02-05T23:10:57Z,107,93,3-3-3,1721,4515,12009,Full Meal,No Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL460178,QR9048,Qatar Airways,Airbus A350,QUE,SAN,2026-05-21T22:08:57Z,2026-05-22T20:06:57Z,1318,210,2-3-2,1455,4951,10547,Full Meal,Extra Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL451975,XX2494,Virgin Atlantic,Boeing 777,TOW,LEE,2026-04-23T03:23:57Z,2026-04-23T12:44:57Z,561,110,3-3-3,866,2993,5353,No Meal,Extra Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL745404,XX5200,Qantas,Boeing 737,REG,MAN,2026-05-08T23:53:57Z,2026-05-09T07:22:57Z,449,236,2-4-2,1426,4889,9186,Full Meal,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL714386,XX3573,Turkish Airlines,Bombardier CRJ,DFW,AL ,2026-09-04T12:23:57Z,2026-09-04T16:34:57Z,251,61,2-2-2,1734,4575,12769,No Meal,23kg,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL311896,QR2650,Qatar Airways,Airbus A320,CGN,BRA,2026-09-09T19:53:57Z,2026-09-10T06:15:57Z,622,137,2-3-2,959,3634,6296,Snack,32kg,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL906202,XX7211,Turkish Airlines,Boeing 737,TOU,MIA,2026-09-04T12:38:57Z,2026-09-05T00:02:57Z,684,343,2-4-2,926,3699,6677,No Meal,23kg,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL231000,EK2935,Emirates,Boeing 757,STR,NIS,2026-08-02T19:53:57Z,2026-08-03T14:38:57Z,1125,137,2-3-2,1262,3768,9822,Special Diet,32kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL292689,XX6286,Japan Airlines,Embraer E-Jet,UME,LIM,2025-10-18T07:08:57Z,2025-10-18T22:17:57Z,909,263,2-2,1906,5253,9589,Special Diet,No Baggage,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL575379,UA7935,United Airlines,Boeing 777,SHE,AIX,2025-10-27T00:23:57Z,2025-10-27T06:49:57Z,386,191,2-4-2,629,2014,3728,Full Meal,No Baggage,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL829854,EK3574,Emirates,Airbus A350,SUR,STR,2025-12-10T14:38:57Z,2025-12-11T08:17:57Z,1059,385,2-2-2,1127,2952,8416,Full Meal,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL455992,AF9420,Air France,Boeing 737,EDI,MUC,2026-07-09T21:38:57Z,2026-07-10T04:20:57Z,402,297,2-2-2,1982,7411,12339,Full Meal,No Baggage,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL974236,CX7568,Cathay Pacific,Boeing 737,SHI,PER,2026-04-18T05:53:57Z,2026-04-18T17:00:57Z,667,316,1-2-1,1333,4165,8924,Full Meal,23kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL726857,LH3310,Lufthansa,Airbus A320,HEI,NEW,2026-07-25T22:38:57Z,2026-07-26T01:19:57Z,161,253,3-3-3,218,616,1737,No Meal,23kg,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL856558,XX7674,Virgin Atlantic,Boeing 737,ATH,CNS,2026-07-01T18:23:57Z,2026-07-01T22:34:57Z,251,352,2-4-2,495,1397,3873,Snack,No Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL512489,AF3912,Air France,Boeing 747,LA ,OOL,2026-04-27T02:23:57Z,2026-04-27T21:38:57Z,1155,193,2-3-2,1039,3555,6299,Full Meal,32kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL169442,XX9951,Japan Airlines,Boeing 787,DUS,LPL,2025-11-16T02:23:57Z,2025-11-16T21:38:57Z,1155,334,3-3-3,1710,5386,12575,Snack,Extra Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL762250,WN3052,Southwest Airlines,Boeing 787,VER,BUS,2026-05-09T02:38:57Z,2026-05-09T07:12:57Z,274,326,2-2-2,784,2197,5617,Snack,No Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL800804,XX7019,Saudia,Boeing 777,KAR,SYD,2026-03-08T08:23:57Z,2026-03-09T03:40:57Z,1157,292,3-4-3,956,3060,6927,No Meal,32kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL787462,XX2778,LATAM Airlines,Bombardier CRJ,HAK,COL,2026-03-19T23:08:57Z,2026-03-20T08:27:57Z,559,322,1-2-1,726,1978,5471,Snack,32kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL817920,XX8293,Turkish Airlines,Airbus A380,OOL,CHE,2026-05-31T16:53:57Z,2026-05-31T19:37:57Z,164,224,2-3-2,317,1101,1934,Special Diet,Extra Baggage,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL648942,KL4575,KLM Royal Dutch Airlines,Airbus A380,REA,AL ,2026-01-06T19:23:57Z,2026-01-07T16:38:57Z,1275,82,2-4-2,483,1800,3453,Special Diet,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL114897,XX3341,Korean Air,Boeing 777,WRE,DAI,2026-06-12T05:38:57Z,2026-06-12T12:58:57Z,440,298,2-2,596,1653,3295,Full Meal,32kg,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL691646,XX4861,Air Canada,Embraer E-Jet,YEG,SAA,2025-11-04T11:23:57Z,2025-11-05T06:47:57Z,1164,118,2-2,1042,3659,5938,No Meal,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL900929,XX8827,Qantas,Boeing 747,SHE,POI,2026-03-23T03:38:57Z,2026-03-23T16:45:57Z,787,261,3-3,544,1926,3646,No Meal,32kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL222838,XX1667,Alitalia,Boeing 777,AL ,LON,2026-05-06T07:38:57Z,2026-05-06T13:10:57Z,332,137,2-3-2,268,1055,1561,Special Diet,23kg,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL757637,EK3738,Emirates,Boeing 787,LIM,DRE,2026-07-18T16:23:57Z,2026-07-19T05:24:57Z,781,145,3-3-3,1900,4790,12489,No Meal,Extra Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL122930,KL8543,KLM Royal Dutch Airlines,Boeing 787,DUS,SHE,2026-09-09T17:23:57Z,2026-09-10T11:51:57Z,1108,235,2-4-2,1276,4609,8983,Full Meal,No Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL620877,AA2960,American Airlines,Airbus A350,KUS,CHE,2026-08-25T18:08:57Z,2026-08-26T11:42:57Z,1054,53,3-4-3,1852,5024,9613,No Meal,32kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL549639,XX6188,LATAM Airlines,Airbus A330,BUS,BEN,2026-01-31T08:23:57Z,2026-01-31T12:15:57Z,232,178,3-3-3,247,677,1650,No Meal,23kg,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL555172,AF3518,Air France,Boeing 777,VAL,LEE,2026-03-27T13:23:57Z,2026-03-27T19:23:57Z,360,190,2-2-2,932,2419,6708,Special Diet,23kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL502734,XX7820,Japan Airlines,Embraer E-Jet,STI,VAL,2025-10-03T10:23:57Z,2025-10-04T02:22:57Z,959,172,2-2-2,1583,6163,12311,Special Diet,23kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL354654,XX5787,Thai Airways,Boeing 757,NAP,PER,2026-03-20T01:53:57Z,2026-03-20T16:58:57Z,905,70,2-3-2,845,2527,5562,Special Diet,No Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL194067,XX5105,WestJet,Embraer E-Jet,BRA,AUG,2026-08-14T16:23:57Z,2026-08-14T22:14:57Z,351,305,2-3-2,1792,5747,11900,No Meal,23kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL655193,XX3383,Korean Air,Boeing 737,CDG,DAI,2026-02-05T00:38:57Z,2026-02-05T19:49:57Z,1151,95,3-4-3,601,1538,4147,Snack,Extra Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL111815,XX6574,Qantas,Boeing 787,SHI,BAR,2026-08-20T11:23:57Z,2026-08-21T02:51:57Z,928,223,3-3-3,799,2793,5111,Full Meal,32kg,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL889117,XX5304,Qantas,Airbus A350,JAC,REG,2025-10-09T03:23:57Z,2025-10-09T14:39:57Z,676,173,2-2,1699,5344,10224,Full Meal,Extra Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL820012,CX6185,Cathay Pacific,Boeing 747,BUR,HAK,2026-07-22T03:23:57Z,2026-07-22T11:48:57Z,505,394,2-3-2,549,1850,4295,Full Meal,No Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL221503,UA1329,United Airlines,Airbus A350,SAN,HAM,2026-04-02T19:08:57Z,2026-04-03T02:17:57Z,429,107,2-2,1713,4506,13588,Full Meal,32kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL836039,BA8937,British Airways,Embraer E-Jet,MEL,GLA,2026-01-21T15:23:57Z,2026-01-22T08:19:57Z,1016,83,3-3,1141,4502,6538,Special Diet,32kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL183110,XX8193,Thai Airways,Bombardier CRJ,JEB,MRS,2026-08-25T23:38:57Z,2026-08-26T03:42:57Z,244,65,2-2-2,566,1787,3803,No Meal,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL185482,EK4519,Emirates,ATR 72,BNE,KAS,2026-04-14T10:23:57Z,2026-04-14T16:15:57Z,352,89,1-2-1,1842,6936,10611,No Meal,32kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL162180,UA7695,United Airlines,Airbus A380,TEN,POR,2026-04-14T10:53:57Z,2026-04-14T16:49:57Z,356,199,3-3-3,1254,4456,7856,No Meal,Extra Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL902046,DL5549,Delta Air Lines,Airbus A330,FRE,LIM,2026-01-18T21:08:57Z,2026-01-19T12:03:57Z,895,85,2-2,1729,4566,11079,Special Diet,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL527656,QR6540,Qatar Airways,Boeing 777,PER,TAL,2026-06-22T03:23:57Z,2026-06-22T18:57:57Z,934,322,2-2-2,1170,2944,6739,No Meal,No Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL712206,XX2833,Aeromexico,Airbus A350,YOW,COL,2026-05-13T21:53:57Z,2026-05-14T06:05:57Z,492,316,3-3,1814,6385,13282,Snack,23kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL239799,XX8920,LATAM Airlines,Airbus A350,DAR,SHI,2026-01-23T03:38:57Z,2026-01-23T23:38:57Z,1200,78,3-3,633,2166,3412,Snack,32kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL727580,KL9963,KLM Royal Dutch Airlines,Airbus A330,ARA,BOU,2026-02-01T16:23:57Z,2026-02-02T14:01:57Z,1298,229,2-2-2,482,1869,3431,Full Meal,No Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL108692,XX1345,Saudia,Boeing 757,STI,AUG,2026-04-30T01:38:57Z,2026-04-30T05:43:57Z,245,281,3-3-3,870,2865,6037,Full Meal,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL484617,WN9985,Southwest Airlines,Airbus A350,JEB,VIL,2026-04-13T00:38:57Z,2026-04-13T20:56:57Z,1218,233,2-2-2,1277,3808,6876,Full Meal,Extra Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL194521,XX3758,Etihad Airways,Boeing 737,STR,YAS,2025-10-16T07:53:57Z,2025-10-16T18:15:57Z,622,309,2-4-2,1052,3003,5698,Special Diet,32kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL132160,XX7569,Air Canada,Boeing 757,STR,GEE,2026-09-06T01:23:57Z,2026-09-06T13:36:57Z,733,231,2-2,1849,6264,12262,Full Meal,Extra Baggage,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL495224,AF7952,Air France,Airbus A330,TOW,AL ,2026-06-05T19:23:57Z,2026-06-06T02:30:57Z,427,172,2-2,1952,7123,10798,Snack,23kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL748397,CX2840,Cathay Pacific,Bombardier CRJ,LEI,JOL,2026-01-03T09:53:57Z,2026-01-03T21:36:57Z,703,141,3-3,1157,3614,7926,No Meal,23kg,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL646312,XX7821,Qantas,Airbus A320,ZWI,BRA,2026-04-02T18:38:57Z,2026-04-02T20:14:57Z,96,265,3-4-3,1757,5211,12872,No Meal,32kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL131197,LH7984,Lufthansa,Bombardier CRJ,YAS,FRE,2026-05-25T23:53:57Z,2026-05-26T08:02:57Z,489,224,2-2,1785,5492,11256,No Meal,No Baggage,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL363024,XX3463,WestJet,Boeing 747,TEN,TOO,2026-05-27T11:53:57Z,2026-05-27T16:45:57Z,292,263,3-3-3,763,1941,4751,Special Diet,Extra Baggage,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL841573,XX7819,Alitalia,Boeing 737,BUS,ERI,2026-08-06T02:38:57Z,2026-08-06T08:14:57Z,336,367,1-2-1,1354,3920,10149,Full Meal,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL441984,XX5852,Qantas,Boeing 747,TOL,ROC,2026-04-20T15:08:57Z,2026-04-21T03:10:57Z,722,364,3-3,1528,5036,10578,Snack,32kg,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL824627,QR3159,Qatar Airways,Airbus A320,YVR,KAS,2025-10-19T09:23:57Z,2025-10-19T21:35:57Z,732,306,2-4-2,1366,5386,8428,Snack,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL234527,XX2733,Alitalia,Boeing 737,ARA,NAP,2025-12-17T10:38:57Z,2025-12-18T08:43:57Z,1325,255,3-3-3,1867,6526,13553,Full Meal,23kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL532792,XX1335,Saudia,Bombardier CRJ,TOU,BAL,2025-12-09T01:23:57Z,2025-12-09T21:08:57Z,1185,347,1-2-1,860,2593,4815,Full Meal,Extra Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL780825,KL6944,KLM Royal Dutch Airlines,Airbus A350,YUL,AL ,2025-11-27T07:23:57Z,2025-11-27T21:54:57Z,871,236,3-4-3,863,3392,5791,No Meal,No Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL755275,XX8399,Alitalia,Airbus A380,HAM,ESS,2025-11-24T12:23:57Z,2025-11-25T04:19:57Z,956,75,3-4-3,995,3956,7767,Snack,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL191571,AA5353,American Airlines,Boeing 747,AL ,DUI,2025-10-24T12:23:57Z,2025-10-24T21:58:57Z,575,374,2-4-2,1493,4144,7829,Full Meal,No Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL968530,XX4293,LATAM Airlines,Airbus A380,THO,BAL,2026-02-12T09:53:57Z,2026-02-13T09:00:57Z,1387,228,3-3-3,817,2279,5961,Full Meal,23kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL262470,XX4828,Air Canada,Airbus A330,LIS,BAL,2026-03-23T12:38:57Z,2026-03-24T00:53:57Z,735,302,3-4-3,458,1735,3387,No Meal,32kg,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL198256,XX1721,Virgin Atlantic,Airbus A330,AUG,SHI,2025-12-08T14:23:57Z,2025-12-09T10:16:57Z,1193,326,3-3,1843,5579,12313,Snack,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL537797,EK2753,Emirates,Airbus A350,BUF,DAR,2025-12-02T12:08:57Z,2025-12-02T18:27:57Z,379,236,3-3-3,1747,4490,13582,Full Meal,32kg,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL117418,XX4633,Air Canada,Boeing 737,DAI,ROC,2026-04-07T01:38:57Z,2026-04-07T19:59:57Z,1101,340,2-3-2,1985,5459,14455,Full Meal,No Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL364674,XX1907,Virgin Atlantic,Airbus A320,EDI,AL ,2025-11-02T20:08:57Z,2025-11-03T10:33:57Z,865,137,2-2,442,1224,2547,Full Meal,32kg,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL675434,QR6600,Qatar Airways,Airbus A320,LPL,SAI,2026-02-05T16:53:57Z,2026-02-06T14:16:57Z,1283,227,2-4-2,1094,2890,5760,No Meal,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL590370,XX5116,WestJet,Boeing 737,LAV,TEN,2026-03-21T21:53:57Z,2026-03-22T14:39:57Z,1006,64,2-2-2,1369,4204,6993,Full Meal,Extra Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL126954,XX2878,Air Canada,Airbus A330,PHI,GLA,2026-01-21T02:08:57Z,2026-01-21T18:53:57Z,1005,63,3-3-3,564,1763,4248,Special Diet,23kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL843027,XX6359,WestJet,Boeing 777,SYD,MAR,2026-04-26T11:53:57Z,2026-04-26T23:04:57Z,671,174,2-2-2,802,2790,5611,Full Meal,Extra Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL572165,XX7194,Korean Air,Airbus A350,LYS,NEW,2026-09-13T07:08:57Z,2026-09-14T05:14:57Z,1326,206,2-4-2,640,2024,3383,Full Meal,Extra Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL785844,WN4603,Southwest Airlines,Boeing 787,DUS,LEE,2026-06-15T05:53:57Z,2026-06-15T16:22:57Z,629,136,3-3,535,1901,3369,Special Diet,No Baggage,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL431072,XX8155,Alitalia,Airbus A330,BEN,TLS,2026-09-15T19:53:57Z,2026-09-16T18:53:57Z,1380,253,2-4-2,255,736,1744,Special Diet,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL933420,XX5137,WestJet,Airbus A320,COL,OOL,2026-07-05T09:08:57Z,2026-07-06T07:34:57Z,1346,389,2-3-2,803,2387,5533,No Meal,32kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL858878,XX1078,WestJet,Bombardier CRJ,POR,ASA,2026-01-28T13:23:57Z,2026-01-29T07:05:57Z,1062,174,2-2-2,785,2520,4605,Snack,No Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL100949,XX3755,Turkish Airlines,Airbus A350,AL ,COL,2026-02-09T12:38:57Z,2026-02-10T05:38:57Z,1020,189,3-4-3,1091,3151,6451,Special Diet,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL896037,SQ4850,Singapore Airlines,Airbus A380,KUS,HEI,2026-04-13T13:53:57Z,2026-04-14T02:01:57Z,728,291,3-4-3,768,1929,4120,No Meal,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL206996,AA1013,American Airlines,Airbus A320,HEI,NEW,2025-09-23T12:53:57Z,2025-09-23T16:13:57Z,200,179,2-2,989,3260,5876,Special Diet,32kg,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL926121,XX3945,LATAM Airlines,Airbus A350,OBI,AUG,2026-09-19T04:38:57Z,2026-09-20T04:21:57Z,1423,383,1-2-1,1374,5073,8843,Special Diet,No Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL966109,XX7079,Turkish Airlines,Embraer E-Jet,DOR,POI,2026-03-18T06:38:57Z,2026-03-19T02:41:57Z,1203,180,3-4-3,1583,5612,10367,Snack,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL934025,XX8437,Qantas,Airbus A330,MAN,ARG,2025-12-31T18:08:57Z,2025-12-31T19:42:57Z,94,184,2-4-2,1865,5255,10056,No Meal,Extra Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
